Date,ADANIENT.NS,ASIANPAINT.NS,AXISBANK.NS,BAJFINANCE.NS,BHARTIARTL.NS,BPCL.NS,COALINDIA.NS,DIVISLAB.NS,GOLDBEES.NS,HCLTECH.NS,HDFCBANK.NS,HINDUNILVR.NS,ICICIBANK.NS,ICICILIQ.NS,INFY.NS,ITC.NS,KOTAKBANK.NS,LT.NS,MARUTI.NS,NESTLEIND.NS,NIFTYBEES.NS,NTPC.NS,ONGC.NS,POWERGRID.NS,RELIANCE.NS,SBIN.NS,SUNPHARMA.NS,TATAMOTORS.NS,TCS.NS,TECHM.NS,TITAN.NS,ULTRACEMCO.NS,WIPRO.NS
2020-01-02,0.016117280693261238,-0.0014220406147034126,0.011019016964967543,0.0034859194095187007,0.00419147992235569,-0.008339305711375977,-0.00401035108917458,0.0038761142215131272,0.0,0.002797173176073864,0.006374181447315941,0.0007747086242828605,0.00717263631894105,0.0,-0.0029177074519169954,0.007349829530933771,-0.001493434745590605,0.026985890583731464,0.002482195020169664,-0.0033625739184998116,0.00556329184739468,-0.0012341200613321668,0.004707920627978313,-0.0020461000650526806,0.017024483361157472,0.01450126529203577,0.0014967901843547793,0.050420129969786176,-0.004590409712182608,0.005183275747640659,0.0007363241725997227,0.04423128964220502,0.0024223633926494514
2020-01-03,-0.013730941944178676,-0.021919504289445002,-0.018495159234926728,-0.012387950604870523,-0.0002197163537684954,-0.008306885780668405,0.0035529300394461227,0.004874369268187184,0.03056777579040859,0.02005041580378819,-0.014260729220565871,-0.005469460411368865,-0.00323712355768746,0.0,0.015380351776241197,-0.005628612627812002,-0.008644610458911406,-0.007619262860490306,-0.0103139453057437,-0.009216616981321035,-0.003304077745488687,-0.01688617932486547,0.003123794139097358,-0.010763673214631342,0.0012048533608941536,-0.01650444866039158,0.0221865939800987,-0.013677430142218006,0.01992884331714917,0.011813726058017116,-0.01375922747679681,-0.006030955092335755,0.0112767083135481
2020-01-06,-0.04200666038276557,-0.025265402817245985,-0.026515960778883407,-0.04691840625544541,-0.011975398882560495,-0.029679434149860073,-0.02903016090629673,0.0019347597738625932,0.021186439764747433,-0.005212954774784451,-0.021641461186354016,-0.006226028860775501,-0.0244037022010829,1.0096949988991355e-05,-0.009584488170055083,-0.014255608078682425,-0.0027457366307984676,-0.013707224439411414,-0.029203660112245178,-0.01212494732957281,-0.01804027327241653,-0.0037704462922772963,-0.017127365401375938,0.0005181510015923596,-0.02319214827081617,-0.04405164003812634,-0.010459071899403871,-0.028519168620868007,-9.11642861887163e-05,-0.0060637227294969565,0.0165833074145445,-0.014718383953738923,0.0041815795629776
2020-01-07,0.02255069191500736,0.010104564116996562,0.0034565729498272635,0.0027397707022673856,-0.010118974148535798,-0.01737175242868727,0.0,0.003018940824434768,-0.01798067768859113,0.0038659615274545533,0.015834597976638998,0.002741070490165809,-0.005326256990693667,-1.0096848041540873e-05,-0.014820200212516066,0.0010632917585406965,0.011073792286709683,0.0028477792332348706,0.004430391995168259,-0.008733156551137267,0.0030619406550880246,0.013877239850683898,-0.0039603289279374065,-0.007250129033264163,0.01538460294614108,-0.0018808418615409161,0.014660775790692249,-0.005117125768002495,0.0024543590940473425,0.00869685002873033,0.0011651226114852697,0.02044710541756789,0.012095918921139148
2020-01-08,-0.012497047346961776,0.002551629928492005,-0.0017223331048926704,0.010554735137122018,0.030891945551397182,-0.002386189171263764,-0.02673784445999028,-0.005396109139676586,0.01690136546819976,0.0025673614673333844,-0.0026177329188160625,0.004503462862886831,0.005832740869647024,0.0,-0.013326001461787085,-0.004886209306257716,-0.009576023638220632,-0.02192332536585828,-0.005428550682648692,0.007032614539809634,-0.001565470994775442,-0.0049773502910253065,-0.01829051437823792,-0.005998838667498951,-0.007510149322686899,0.004396797011075426,-0.014112836951458263,-0.011640433532745575,0.022395215304438443,-0.009393743526831422,-0.014354013759615647,0.01811593476551221,-0.0015673667936544344
2020-01-09,0.03225810398507645,0.025306583438886365,0.025327712372138267,0.018333563958999877,0.0027242278536945275,0.02315732207156329,-0.010988984709772387,0.005152804909444031,-0.029085852671524526,-0.009304381717035959,0.01121446289889283,0.002954436034017238,0.03869183446102453,0.0,0.013018596029507501,0.006831613467666031,0.006163722534155758,0.019046786195457743,0.02739080024403151,0.017524471519901885,0.013954208320513972,-0.005001930180347336,0.0020254275576832015,0.012595051062121998,0.023031383968955765,0.03252053708755187,-0.0005679998824928978,0.051766650568894956,-0.01813560391727065,0.005001282856941014,0.017624445481910556,0.01598750743605004,-0.004513376637030553
2020-01-10,0.005288520233694083,0.011283139550100074,-0.0037691442430117794,0.005006992108357977,-0.006737705193279875,-0.0006375218658103421,0.03686840760927157,0.012422721275037185,-0.0028530235748296384,8.607531520921086e-05,0.008887757160518373,0.009792985984552915,-0.011074333839426798,0.0,0.01456935317690089,0.0093299769336872,0.01180137985115537,0.006420261770251123,0.014194961701830655,0.0028955926542382215,0.0020875543536862384,0.007959555806233087,0.0036377189686962463,-0.004146129639520435,-0.00022620231409498093,0.006208365001340255,0.008525575182390055,0.022656220132779126,-0.00036114183418323176,0.003360546256419461,-0.008079309275097368,0.012899061362029451,-0.007490548881045611
2020-01-13,0.021520759672396528,0.00688958195233802,-0.0035808373155122863,0.004740854639897929,0.02603938444340348,0.0010632142653594912,0.030443311552410313,0.006724515128383901,-0.005722482362619297,0.010596851700092724,0.0025729288116378424,0.02090591858391022,-0.0030542213839311882,1.0096949988991355e-05,0.04795768189820415,0.005252165319101776,0.0037989053373344017,0.007624877794141005,0.0030284493174039806,-0.0018793351102137645,0.006172386760207482,0.01205344447156742,0.010471252944618259,0.013791358902213391,-0.0025521498613891858,-0.0045147356036684405,0.002254437798253628,-0.0005093247921137412,-0.01048091563904796,0.012367236263975956,0.0042457040347250175,0.005422074033922142,0.012115137473076798
2020-01-14,0.003511301103195308,0.007895134460258912,0.014239210059054486,0.006843541634110162,0.0009596669787457213,0.005523022382338816,0.006617939706763609,-0.0027676660460246305,0.0,0.013299429740051272,0.0027215670942326575,0.00699286238570429,-0.001856703508901103,0.0,0.0027149833158606196,0.016718778661126477,-0.008455981825923553,-0.006443527145812089,0.004637647720671545,0.014350192788681326,0.004600803833125555,0.014373682852401037,-0.0031885360158148135,0.002309983079679556,-0.009263517302043556,-0.008314353291467791,0.003148720864863064,-0.0020382584367455436,0.00755584336718762,0.013234138834840925,0.007032304084845009,0.0032672238985349544,0.009419271687104214
2020-01-15,0.010496829363604077,0.012698433497066342,-0.0021393470864660147,0.003398622925733452,-0.003195845488557225,-0.011408052021677606,-0.0023480022202786444,-0.003949462719763597,0.008633071570087747,0.002439959966557659,-0.004071369017184523,0.006396894698923017,-0.0037203145388605696,-1.0096848041540873e-05,-0.010443006500344021,-0.0034944476404484837,-0.0007157372900953307,-0.0018850666393257498,0.013016605009184667,-0.0005648847389757572,0.0,0.0028339397492795904,-0.0031986488929196533,-0.0051215739031370555,-0.0036287689543536006,-0.0114329850856133,0.006838523433192023,0.022976865392718482,0.009062633091536876,-0.0013816124485861447,0.01520860767583887,0.005174650017094162,-0.03479791525033005
